file,line,function
frontend/js/finance.js,533,statusBadge
frontend/js/member-picker.js,9,populate
frontend/js/member-picker.js,32,search
frontend/js/member-picker.js,65,initialize
frontend/js/mezmur.js,36,$
frontend/js/mezmur.js,38,esc
frontend/js/mezmur.js,45,fmtDate
frontend/js/mezmur.js,52,showError
frontend/js/mezmur.js,57,pctLabel
frontend/js/mezmur.js,59,todayStr
frontend/js/mezmur.js,67,sysConfirm
frontend/js/mezmur.js,76,initInlineKeys
frontend/js/mezmur.js,93,initSysDialog
frontend/js/mezmur.js,109,migrateSchema
frontend/js/mezmur.js,112,migrateRun
frontend/js/mezmur.js,152,rateAllows
frontend/js/mezmur.js,165,abortStaleGets
frontend/js/mezmur.js,173,apiGet
frontend/js/mezmur.js,225,apiPost
frontend/js/mezmur.js,249,staleHint
frontend/js/mezmur.js,277,isTransient
frontend/js/mezmur.js,283,skeletonRows
frontend/js/mezmur.js,291,emptyState
frontend/js/mezmur.js,297,errorState
frontend/js/mezmur.js,304,rateTone
frontend/js/mezmur.js,306,rateChip
frontend/js/mezmur.js,311,rateBar
frontend/js/mezmur.js,316,deltaHtml
frontend/js/mezmur.js,333,statusChip
frontend/js/mezmur.js,340,openModalF
frontend/js/mezmur.js,348,closeModalF
frontend/js/mezmur.js,397,lsGet
frontend/js/mezmur.js,401,lsSet
frontend/js/mezmur.js,407,draftSave
frontend/js/mezmur.js,417,draftLoad
frontend/js/mezmur.js,421,draftClear
frontend/js/mezmur.js,428,queueAdd
frontend/js/mezmur.js,434,queueDrop
frontend/js/mezmur.js,440,queuePending
frontend/js/mezmur.js,449,queueFlush
frontend/js/mezmur.js,491,paintSyncState
frontend/js/mezmur.js,516,lrcStamp
frontend/js/mezmur.js,525,clockText
frontend/js/mezmur.js,533,parseExistingLrc
frontend/js/mezmur.js,547,lyricRows
frontend/js/mezmur.js,554,syncOpen
frontend/js/mezmur.js,609,syncLoadAudio
frontend/js/mezmur.js,625,syncErr
frontend/js/mezmur.js,632,renderSyncLines
frontend/js/mezmur.js,656,syncPlayPause
frontend/js/mezmur.js,664,syncStamp
frontend/js/mezmur.js,674,syncBack
frontend/js/mezmur.js,682,syncNudge
frontend/js/mezmur.js,689,syncSeekTo
frontend/js/mezmur.js,697,syncReset
frontend/js/mezmur.js,708,syncSave
frontend/js/mezmur.js,737,syncClose
frontend/js/mezmur.js,795,loadTab
frontend/js/mezmur.js,833,loadOverview
frontend/js/mezmur.js,910,gotoAttendance
frontend/js/mezmur.js,911,jumpToDate
frontend/js/mezmur.js,925,ensureViewSections
frontend/js/mezmur.js,930,viewSheet
frontend/js/mezmur.js,937,quickReview
frontend/js/mezmur.js,941,quickTake
frontend/js/mezmur.js,942,quickLibrary
frontend/js/mezmur.js,943,quickAnalytics
frontend/js/mezmur.js,944,quickTakers
frontend/js/mezmur.js,955,cachePut
frontend/js/mezmur.js,961,loadStats
frontend/js/mezmur.js,979,populateSectionSelect
frontend/js/mezmur.js,987,loadList
frontend/js/mezmur.js,1030,applyList
frontend/js/mezmur.js,1051,announceResults
frontend/js/mezmur.js,1101,hi
frontend/js/mezmur.js,1126,catBadges
frontend/js/mezmur.js,1138,clearFilters
frontend/js/mezmur.js,1147,renderHymnRows
frontend/js/mezmur.js,1183,renderLibPagination
frontend/js/mezmur.js,1198,of
frontend/js/mezmur.js,1205,loadCatalog
frontend/js/mezmur.js,1231,renderFilterSelects
frontend/js/mezmur.js,1268,activeCategory
frontend/js/mezmur.js,1273,activeZemarian
frontend/js/mezmur.js,1282,reconcileFilters
frontend/js/mezmur.js,1304,catLabel
frontend/js/mezmur.js,1314,hashCode
frontend/js/mezmur.js,1319,thumbHtml
frontend/js/mezmur.js,1328,pickItemHtml
frontend/js/mezmur.js,1340,renderCatalogBoxes
frontend/js/mezmur.js,1352,updatePickBtn
frontend/js/mezmur.js,1366,initPickPanels
frontend/js/mezmur.js,1393,checkedIds
frontend/js/mezmur.js,1409,applyFilterState
frontend/js/mezmur.js,1414,browseCategory
frontend/js/mezmur.js,1418,browseZemarian
frontend/js/mezmur.js,1427,hymnFormHasDraft
frontend/js/mezmur.js,1434,openCatalog
frontend/js/mezmur.js,1449,mgrTab
frontend/js/mezmur.js,1459,mgrCats
frontend/js/mezmur.js,1460,mgrMains
frontend/js/mezmur.js,1461,mgrSubsOf
frontend/js/mezmur.js,1463,gradOf
frontend/js/mezmur.js,1472,mgrThumb
frontend/js/mezmur.js,1482,mgrNameCell
frontend/js/mezmur.js,1497,renderCatalogManager
frontend/js/mezmur.js,1572,afterMgrRender
frontend/js/mezmur.js,1576,mgrSortButtons
frontend/js/mezmur.js,1581,mgrCatActions
frontend/js/mezmur.js,1593,mgrEdit
frontend/js/mezmur.js,1594,mgrIsZem
frontend/js/mezmur.js,1598,mgrCancel
frontend/js/mezmur.js,1599,mgrAddSubOpen
frontend/js/mezmur.js,1604,mgrToggleOpen
frontend/js/mezmur.js,1626,mgrMutate
frontend/js/mezmur.js,1662,mgrSave
frontend/js/mezmur.js,1677,mgrParentOf
frontend/js/mezmur.js,1681,mgrAddMain
frontend/js/mezmur.js,1692,mgrAddSub
frontend/js/mezmur.js,1703,mgrAddZem
frontend/js/mezmur.js,1716,mgrToggle
frontend/js/mezmur.js,1727,mgrSort
frontend/js/mezmur.js,1737,fin
frontend/js/mezmur.js,1743,mgrRemoveZemImage
frontend/js/mezmur.js,1753,mgrImage
frontend/js/mezmur.js,1773,initImageDialog
frontend/js/mezmur.js,1808,withAlpha
frontend/js/mezmur.js,1814,opOf
frontend/js/mezmur.js,1821,mgrColors
frontend/js/mezmur.js,1840,renderSwatches
frontend/js/mezmur.js,1859,refreshColorPreview
frontend/js/mezmur.js,1882,initColorDialog
frontend/js/mezmur.js,1931,populateHymnCats
frontend/js/mezmur.js,1949,hymnSubOptions
frontend/js/mezmur.js,1971,onHymnMainChange
frontend/js/mezmur.js,1972,selectedCategoryIds
frontend/js/mezmur.js,1978,clearHymnForm
frontend/js/mezmur.js,1987,openAdd
frontend/js/mezmur.js,1993,openEdit
frontend/js/mezmur.js,2008,saveHymn
frontend/js/mezmur.js,2041,markupToHtml
frontend/js/mezmur.js,2054,editorToMarkup
frontend/js/mezmur.js,2056,flush
frontend/js/mezmur.js,2057,walk
frontend/js/mezmur.js,2077,setEditorMarkup
frontend/js/mezmur.js,2084,syncEditor
frontend/js/mezmur.js,2090,initLyricsEditor
frontend/js/mezmur.js,2117,toggleSecPop
frontend/js/mezmur.js,2123,initSecPop
frontend/js/mezmur.js,2144,renderLyrics
frontend/js/mezmur.js,2148,flush
frontend/js/mezmur.js,2172,viewHymn
frontend/js/mezmur.js,2185,setHymnStatus
frontend/js/mezmur.js,2206,loadSections
frontend/js/mezmur.js,2222,loadDays
frontend/js/mezmur.js,2247,renderDayRows
frontend/js/mezmur.js,2270,openDay
frontend/js/mezmur.js,2272,loadSheet
frontend/js/mezmur.js,2305,renderSheetStatus
frontend/js/mezmur.js,2327,renderSheet
frontend/js/mezmur.js,2343,memberRow
frontend/js/mezmur.js,2357,unmarkedCount
frontend/js/mezmur.js,2363,updateSheetSummary
frontend/js/mezmur.js,2385,closeSheet
frontend/js/mezmur.js,2395,switchSubTab
frontend/js/mezmur.js,2416,loadSubmissions
frontend/js/mezmur.js,2469,renderSubStats
frontend/js/mezmur.js,2482,quickDecision
frontend/js/mezmur.js,2496,printQrRoster
frontend/js/mezmur.js,2502,exportSubmissions
frontend/js/mezmur.js,2528,loadSubInsights
frontend/js/mezmur.js,2554,loadSubSectionOptions
frontend/js/mezmur.js,2572,openReview
frontend/js/mezmur.js,2591,submitReview
frontend/js/mezmur.js,2615,viewPacket
frontend/js/mezmur.js,2650,ensureAnalyticsSections
frontend/js/mezmur.js,2655,anParams
frontend/js/mezmur.js,2666,runAnalytics
frontend/js/mezmur.js,2700,renderAnRows
frontend/js/mezmur.js,2730,renderSectionCards
frontend/js/mezmur.js,2746,renderTrend
frontend/js/mezmur.js,2762,sortBy
frontend/js/mezmur.js,2768,updateSortHeaders
frontend/js/mezmur.js,2782,exportCsv
frontend/js/mezmur.js,2805,loadTakers
frontend/js/mezmur.js,2834,openTakerModal
frontend/js/mezmur.js,2840,createTaker
frontend/js/mezmur.js,2864,toggleTaker
frontend/js/mezmur.js,2882,openAudio
frontend/js/mezmur.js,2938,bindAudioSrc
frontend/js/mezmur.js,2952,attachAudioStream
frontend/js/mezmur.js,2976,pickAudio
frontend/js/mezmur.js,2982,fmtBytes
frontend/js/mezmur.js,2986,fmtDur
frontend/js/mezmur.js,2991,audioErr
frontend/js/mezmur.js,2996,uploadAudio
frontend/js/mezmur.js,3058,initAudioDialog
frontend/js/mezmur.js,3094,audioPlay
frontend/js/mezmur.js,3109,removeAudio
frontend/js/mezmur_player.js,53,$
frontend/js/mezmur_player.js,54,esc
frontend/js/mezmur_player.js,60,toast
frontend/js/mezmur_player.js,64,prefGet
frontend/js/mezmur_player.js,70,prefSet
frontend/js/mezmur_player.js,73,fmtTime
frontend/js/mezmur_player.js,82,hashCode
frontend/js/mezmur_player.js,87,artPair
frontend/js/mezmur_player.js,90,safeImg
frontend/js/mezmur_player.js,96,singersOf
frontend/js/mezmur_player.js,103,catsOf
frontend/js/mezmur_player.js,110,subtitleOf
frontend/js/mezmur_player.js,116,coverOf
frontend/js/mezmur_player.js,125,inField
frontend/js/mezmur_player.js,132,current
frontend/js/mezmur_player.js,138,showDock
frontend/js/mezmur_player.js,155,closeDock
frontend/js/mezmur_player.js,171,setPanel
frontend/js/mezmur_player.js,191,togglePanel
frontend/js/mezmur_player.js,195,paintArt
frontend/js/mezmur_player.js,209,paintMeta
frontend/js/mezmur_player.js,225,paintPlayBtn
frontend/js/mezmur_player.js,240,paintRepeat
frontend/js/mezmur_player.js,252,paintShuffle
frontend/js/mezmur_player.js,258,paintRate
frontend/js/mezmur_player.js,262,paintSeek
frontend/js/mezmur_player.js,281,paintMute
frontend/js/mezmur_player.js,291,parseLrc
frontend/js/mezmur_player.js,301,staticLyricsHtml
frontend/js/mezmur_player.js,307,flush
frontend/js/mezmur_player.js,329,renderLyrics
frontend/js/mezmur_player.js,342,syncLrc
frontend/js/mezmur_player.js,362,renderQueue
frontend/js/mezmur_player.js,385,rebuildOrder
frontend/js/mezmur_player.js,414,mediaSession
frontend/js/mezmur_player.js,426,bindMediaSession
frontend/js/mezmur_player.js,444,streamFor
frontend/js/mezmur_player.js,464,maybePrefetch
frontend/js/mezmur_player.js,470,peekNext
frontend/js/mezmur_player.js,482,attachSrc
frontend/js/mezmur_player.js,489,playPause
frontend/js/mezmur_player.js,500,seekTo
frontend/js/mezmur_player.js,505,seekBy
frontend/js/mezmur_player.js,509,loadTrack
frontend/js/mezmur_player.js,543,play
frontend/js/mezmur_player.js,565,jump
frontend/js/mezmur_player.js,584,next
frontend/js/mezmur_player.js,585,prev
frontend/js/mezmur_player.js,587,onEnded
frontend/js/mezmur_player.js,597,onError
frontend/js/mezmur_player.js,609,bindDom
frontend/js/mezmur_player.js,707,click
frontend/js/mezmur_player.js,711,onKey
frontend/js/mezmur_player.js,759,restorePrefs
frontend/js/mezmur_player.js,782,init
frontend/pages/login.php,62,doLogin
frontend/pages/login.php,94,showErr
js/public_gallery.js,33,esc
js/public_gallery.js,39,say
js/public_gallery.js,46,skeletons
js/public_gallery.js,52,imgTag
js/public_gallery.js,57,bindImg
js/public_gallery.js,59,ok
js/public_gallery.js,64,fail
js/public_gallery.js,82,get
js/public_gallery.js,89,caption
js/public_gallery.js,93,renderFilters
js/public_gallery.js,104,renderHero
js/public_gallery.js,150,renderGrid
js/public_gallery.js,168,startSlide
js/public_gallery.js,177,boot
js/public_gallery.js,206,loadPage
js/public_gallery.js,269,ensureLb
js/public_gallery.js,289,openLb
js/public_gallery.js,315,closeLb
leak_detector.php,107,shouldSkip
leak_detector.php,115,isInternalCode
leak_detector.php,123,scanFile
leak_detector.php,173,scanDirectory
member.php,34,toEthiopianDate
member.php,35,isExpired
member.php,46,renderUnavailableNotice
member.php,144,getMemberLabel
monitor/dashboard.js,6,validErrorId
monitor/dashboard.js,11,requestJson
monitor/dashboard.js,22,appendDetail
monitor/dashboard.js,50,showDetail
monitor/dashboard.js,89,closeModal
monitor/dashboard.js,94,postAction
monitor/dashboard.js,103,resolveError
monitor/dashboard.js,116,deleteError
monitor/dashboard.js,128,clearResolved
monitor/dashboard.js,139,testError
monitor/dashboard.js,150,formatBytes
monitor/dashboard.js,158,hasJsonDetail
monitor/dashboard.js,162,formatJson
monitor/error_monitor.php,63,getInstance
monitor/error_monitor.php,70,__construct
monitor/error_monitor.php,80,connectDB
monitor/error_monitor.php,110,handleError
monitor/error_monitor.php,153,handleException
monitor/error_monitor.php,204,handleShutdown
monitor/error_monitor.php,253,log
monitor/error_monitor.php,286,query
monitor/error_monitor.php,338,saveError
monitor/error_monitor.php,429,sendTelegramAlert
monitor/error_monitor.php,468,sendTelegram
monitor/error_monitor.php,496,showFriendlyErrorPage
monitor/error_monitor.php,537,getSeverityLevel
monitor/error_monitor.php,546,getErrorTypeName
monitor/error_monitor.php,559,getCurrentURL
monitor/error_monitor.php,570,getClientIP
monitor/error_monitor.php,578,getRequestMetadata
monitor/error_monitor.php,594,getSessionMetadata
monitor/error_monitor.php,610,fieldNames
monitor/error_monitor.php,620,pseudonymize
monitor/error_monitor.php,627,sanitizeData
monitor/error_monitor.php,647,redactText
monitor/error_monitor.php,660,redactFilePath
monitor/error_monitor.php,669,getCleanStackTrace
monitor/error_monitor.php,682,truncateSQL
monitor/error_monitor.php,687,logToFile
monitor/index.php,261,getMonitorStats
monitor/index.php,274,timeAgo
monitor/index.php,376,denyMonitorAccess
monitor/index.php,390,monitorUnavailable
monitor/index.php,406,recordMonitorAccess
monitor/index.php,425,showMonitorLogin
monitor/uptime_cron.php,117,checkSite
monitor/uptime_cron.php,134,sendDownAlert
monitor/uptime_cron.php,145,sendRecoveryAlert
monitor/uptime_cron.php,149,sendTelegram
school_config.php,132,get_cors_origins
